NAME,PER (orbital period) ,ECC ( e or g =ecentricity),A (semi major axis),MASS,R (radius of the planet),I (inclenation idk)
,s,,au,kg,au,deg
Kepler-1377 b,64016.215488,0,0.015239,1.2307107582E+025,5.35241380232356E-05,
Kepler-549 c,10112299.0272,0,0.448737,4.862361843E+025,0.000124730357358,
GJ 876 b,5280474.24,0.0324,0.208098,3.69657903E+027,,
Kepler-984 b,3718157.23008,0,0.237086,2.994420783E+025,9.03219829142101E-05,
Kepler-385 b,867774.4704,,0.0911035,4.29770745E+025,0.000116393017072,
Kepler-374 b,163970.4384,,0.0299991,6.154199349E+024,4.39138790411637E-05,
Kepler-296 e,2949898.7808,,0.205969,2.451677388E+025,7.4611214722122E-05,
HD 164509 b,24399360,0.26,0.877542,9.120082671E+026,,
HD 9446 b,2596492.8,0.2,0.189213,1.3267527003E+027,,
HD 18742 b,66700800,0.12,1.97816,5.43749706E+027,,
Kepler-255 b,493741.9584,,0.0625553,2.20325148E+025,6.60841504832952E-05,
HD 106315 b,825452.64,0,0.0889028,3.631111854E+025,0.000104597157261,87.62
Kepler-636 b,1389369.12336,0,0.118109,1.2384574542E+026,0.000189723953529,
Kepler-197 b,483780.2112,,0.061711,5.942987961E+024,4.34875497239268E-05,
Kepler-183 c,1005442.9344,,0.100501,3.262327353E+025,9.67811994277998E-05,
Kepler-745 b,858076.032384,0,0.0916134,3.070539666E+025,9.22335592721828E-05,
Kepler-517 b,5264207.082144,0,0.297893,4.13498886E+025,0.000113738793299,
Kepler-232 b,382857.5808,,0.0527986,5.370719781E+025,0.000131315260017,
Kepler-345 c,811073.6928,,0.0870905,1.0534652145E+025,5.11619075388708E-05,
WASP-80 b,265062.27456,0,0.0344696,1.0476324081E+027,0.000454955173198,89.92
HD 167042 b,36354528,0.089,1.29371,3.107830134E+027,,
Kepler-1373 b,111562.5096,0,0.0247968,9.210764583E+024,4.9223091217797E-05,
Kepler-152 b,1573168.8672,,0.135451,4.462115883E+025,0.000118951184133,
Kepler-92 c,2308867.2,,0.186405,,,
Kepler-743 b,274688.316288,0,0.0414509,1.0859102001E+025,5.16125616652629E-05,
HD 86950 b,109728000,0.17,2.71944,6.858351231E+027,,
HD 69830 b,748828.78272,0.1,0.0781916,6.009157656E+025,,
Kepler-983 b,5191387.90848,0,0.312713,3.447051876E+025,0.000100835652883,
Kepler-8 b,304347.456,0,0.0483278,1.1121483354E+027,0.000678131712991,84.07
Kepler-1014 b,1431743.353632,0,0.121899,3.492639663E+025,0.000101791441062,
Kepler-336 d,1786645.9008,,0.147443,3.456944103E+025,0.0001010444926,
Kepler-646 b,1371482.98416,0,0.120657,2.797506606E+025,8.50651479297852E-05,
Kepler-1272 b,4417715.84256,0,0.274894,3.447051876E+025,0.000100835652883,
Kepler-353 c,726701.2416,,0.0809409,1.6964732604E+025,5.88359308279522E-05,
HD 114762 b,7250264.64,0.3354,0.362932,2.209156437E+028,,
Kepler-154 b,2854701.9648,,0.201514,3.243682119E+025,9.63549178999719E-05,
Kepler-804 b,1241963.151264,0,0.116085,2.713527105E+025,8.26756774823193E-05,
61 Vir c,3285014.4,0.14,0.216926,6.336854289E+025,,
HD 45652 b,3767040,0.38,0.227878,8.894422176E+026,,
Kepler-1244 b,320049.940608,0,0.0531529,1.5562960368E+025,5.7347290739181E-05,
Kepler-1386 b,582312.137184,0,0.0702913,1.1934107967E+025,5.30462439337424E-05,
Kepler-978 b,4287353.83776,0,0.270303,5.076611151E+025,0.000127597721895,
Kepler-1404 b,1376479.34496,0,0.116915,2.814708828E+025,8.55430420192783E-05,
Kepler-735 b,994910.677632,0,0.0945351,4.932594756E+025,0.000125686145537,
Kepler-237 c,700154.1504,,0.0789575,2.93102319E+025,8.8680416716801E-05,
HD 5583 b,12039840,0.076,0.528741,1.1017510542E+028,,
HAT-P-14 b,399830.6016,0.107,0.0606258,4.245550161E+027,0.000549578202917,83.5
Kepler-972 b,608197.725792,0,0.0753112,1.3569116511E+026,0.00019832604714,
Kepler-317 c,758160.864,,0.0832604,2.412792012E+025,7.33318922445487E-05,
Kepler-92 b,1187913.6,,0.119688,,,
Kepler-1572 b,474810.008544,0,0.0603302,4.465305699E+024,4.01431035174267E-05,
Kepler-301 d,1188107.3952,,0.112331,2.451677388E+025,7.4611214722122E-05,
Kepler-1363 b,254183.697216,0,0.0366691,1.2307107582E+025,5.35241380232356E-05,
Kepler-148 c,361155.7152,,0.050784,7.556161455E+025,0.000153485722617,
Kepler-49 d,222613.8336,,0.0367817,2.263193439E+025,6.82155581224348E-05,
Kepler-668 b,721777.512096,0,0.07692,4.221911346E+025,0.000115172475568,
K2-15 b,1020418.56,0,0.0909691,4.060996521E+025,0.000112488622361,
Kepler-1013 b,1635599.484576,0,0.129582,3.051267861E+025,9.17556651826896E-05,
Kepler-796 b,553035.701952,0,0.0658558,1.3873971783E+025,5.54357143812083E-05,
Kepler-1634 b,32389307.0496,0,0.989603,5.786630016E+025,0.000136199815506,
HIP 105854 b,15914880,0.02,0.812352,1.556934E+028,,
Kepler-169 b,280853.4816,,0.0429455,8.544225948E+024,4.8177458949986E-05,
WASP-66 b,353034.8928,0,0.0546221,4.392566502E+027,0.000664272784396,85.9
HD 73256 b,220197.30336,0.029,0.0371348,3.548708274E+027,,
Kepler-1427 b,83719.213632,0,0.0192274,7.735037982E+024,4.68336207703312E-05,
HD 106315 c,1819411.2,0,0.150571,1.314925698E+026,0.000195322960681,88.48
Kepler-303 c,610083.2736,,0.0720317,8.812018596E+024,4.86037404778139E-05,
Kepler-1274 b,603203.935392,0,0.0809151,1.8821205516E+025,6.06925493656332E-05,
Kepler-1032 b,284266.19088,0,0.0396806,2.616826314E+025,7.98083129453602E-05,
Kepler-168 b,382353.7824,,0.0527522,2.046893535E+025,6.2246660944665E-05,
Kepler-56 b,907496.30016,,0.104248,8.829220818E+025,0.000163571677375,
6 Lyn b,75580473.6,0.059,2.18639,4.194000456E+027,,
Kepler-238 b,180651.6864,,0.0320006,2.425684185E+025,7.37581737723766E-05,
Kepler-151 c,2131886.4768,,0.165872,2.947314036E+025,8.9106698244629E-05,
Kepler-1487 b,632401.657632,0,0.0821396,3.013198926E+025,9.07998770037033E-05,
Kepler-150 b,296183.8656,,0.0444944,1.2126389316E+025,5.32937930720999E-05,
HD 180314 b,34216992,0.257,1.45528,4.296017607E+028,,
HD 17092 b,31095359.136,0.166,1.30798,9.421463322E+027,,
Kepler-780 b,58525.213824,0,0.0151449,3.590080947E+024,3.77536330699608E-05,
Kepler-353 b,500712.0192,,0.0631426,3.655073448E+024,3.79450296528028E-05,
Kepler-931 b,694445.077728,0,0.0746773,1.5129088431E+025,5.68693966496878E-05,
Kepler-1246 b,978282.587232,0,0.0888549,1.6004635962E+025,5.78251848286742E-05,
Kepler-1169 b,527911.891776,0,0.0702714,4.465305699E+024,4.01431035174267E-05,
HD 34445 e,4248720,0.09,0.268681,9.80697537E+025,,
Kepler-1105 b,382023.836352,0,0.0470338,2.814708828E+025,8.55430420192783E-05,
HIP 57274 b,702881.28,0.187,0.0712798,6.943697796E+025,,
Kepler-93 b,408390.336,0,0.0534149,1.5472525287E+025,6.40378079920855E-05,
Kepler-281 c,3139549.0272,,0.214705,1.7822090589E+026,0.000226390855439,
WASP-94 A b,341296.47648,0,0.0532427,7.94890755E+026,0.000821977833928,88.7
Kepler-236 b,716740.7904,,0.0801996,2.227080165E+025,6.6936713538951E-05,
HD 202206 b,22107168,0.435,0.811776,3.194448828E+028,,
WASP-5 b,140695.73856,0,0.0271923,3.083925501E+027,0.000544799262022,86.1
Kepler-78 b,30672.642816,,0.00914662,1.1107395E+025,4.94123372772363E-05,79
Kepler-55 f,881154.288,,0.0920376,2.25109872E+025,6.77892765946069E-05,
Kepler-314 c,514977.8688,,0.0643363,4.78377465E+025,0.000123641236728,
GJ 273 b,1611332.670816,0.104999,0.0911013,1.7284150905E+025,,
CoRoT-2 b,150594.6384,0.0143,0.0280884,6.218755149E+027,0.000700592735197,88.08
Kepler-447 b,673427.634048,0.123,0.0769686,2.601219E+027,0.000788525247664,86.55
Kepler-187 c,919318.7232,,0.0946763,4.140741921E+025,0.000113834850011,
Kepler-257 c,568640.2176,,0.0687315,1.8520451436E+026,0.000230654626506,
Kepler-424 c,19293120,0.319,0.724323,1.3361189874E+028,,
K2-8 b,894446.496,,0.0859362,7.957204869E+025,0.000156829547561,86.42
Kepler-522 b,3333677.341536,0,0.25806,2.583485142E+026,0.000294382759128,
WASP-133 b,188042.9472,0,0.034546,2.276845092E+027,0.000589095265177,87
HAT-P-66 b,256788.2304,0,0.0436462,1.464998946E+027,0.000779837133117,86.2
HD 108874 c,145185134.4,0.273039,2.72021,1.952566119E+027,,
Kepler-1615 b,4087810.29888,0,0.259379,2.90273256E+025,8.79325124667442E-05,
GJ 832 c,3082752,0.18,0.162542,3.18013263E+025,,
Kepler-894 b,846998.5536,0,0.0855774,4.433730318E+025,0.000118517734194,
Kepler-1609 b,9879165.216,0,0.487197,3.169367001E+025,9.46230297196487E-05,
Kepler-289 b,2984593.0464,,0.207581,3.581214018E+025,0.000103602659661,
Kepler-1524 b,6131588.56992,0,0.353488,7.272628584E+025,0.00015101453228,
Kepler-346 c,2060773.8336,,0.162163,5.336030532E+025,0.000130888978489,
Kepler-1403 b,448841.262528,0,0.0607809,3.032166939E+025,9.12777710931964E-05,
Kepler-953 b,7638326.142912,0,0.381801,1.1072857647E+026,0.000179688177649,
Kepler-1479 b,1255617.816768,0,0.116158,2.554662876E+025,7.78967365873875E-05,
HD 200964 c,71280000,0.181,2.00121,1.7956423614E+027,,
HD 10180 h,194227200,0.151,3.42452,,,
Kepler-328 c,6161356.8,,0.352599,,,
HD 33142 b,28218240,0.12,1.09038,2.679768219E+027,,
Kepler-402 e,971383.1904,,0.098218,2.046893535E+025,6.2246660944665E-05,
HAT-P-20 b,248427.3888,0.015,0.03616,1.3840630611E+028,0.000414334175591,86.8
HD 7924 b,466380.288,0.058,0.0566417,5.195735589E+025,,
Kepler-834 b,1151183.492064,0,0.0976622,2.832024972E+025,8.60209361087715E-05,
Kepler-439 b,15391261.44,0,0.594654,3.206828352E+025,9.55028327384056E-05,89.95
Kepler-1060 b,4050253.73088,0,0.253589,3.469741341E+025,0.000101313546973,
Kepler-1150 b,240871.828896,0,0.0353774,5.943386688E+024,4.34883621438789E-05,
CoRoT-5 b,348874.23168,0.09,0.0496334,8.782190019E+026,0.000663316996217,85.83
WASP-127 b,360984.5568,0,0.0555523,3.874506207E+026,0.000644091316996,88.7
Kepler-1184 b,4630962.62016,0,0.282775,4.163697204E+025,0.000114216687389,
WASP-47 b,359349.77376,0,0.0509676,2.133018567E+027,0.000549578202917,89.2
Kepler-194 d,4563213.6672,,0.275493,3.518367048E+025,0.000102323815078,
OGLE-2011-BLG-0251 b,,,,1.006311E+027,,
Kepler-1566 b,46648.676736,0,0.0122438,2.341818606E+024,3.34525862645223E-05,
K2-24 b,1804472.64,0.24,0.154139,1.3738879278E+026,0.00024816992278,89.25
Kepler-36 b,1195766.496,0,0.115423,2.665376073E+025,6.3298983729729E-05,89.52
Kepler-161 b,425205.072,,0.0566234,2.996927067E+025,9.03860207222022E-05,
Kepler-943 b,4300140.42432,0,0.258472,2.237124288E+026,0.000252805973342,
HD 109271 c,2672352,0.15,0.195818,1.4649305928E+026,,
Kepler-899 b,1657058.077152,0,0.136873,4.163697204E+025,0.000114216687389,
HAT-P-35 b,315075.3984,0.025,0.0497734,2.001647514E+027,0.000636554927205,87.3
HD 99109 b,37955520,0.09,1.10806,9.573207426E+026,,
Kepler-1347 b,1210418.664192,0,0.106453,6.180496344E+024,4.39662562333721E-05,
Kepler-649 b,2583984.390336,0,0.186659,3.25152375E+025,9.65346060776214E-05,
Kepler-66 b,1539286.416,,0.135169,4.637232984E+025,0.000121552839557,
Kepler-778 b,324496.304064,0,0.044079,2.363634669E+025,7.16841134239763E-05,
Kepler-253 c,888360.5664,,0.0925387,4.090008657E+025,0.000112982286956,
Kepler-744 b,1042176.190752,0,0.100833,2.294028327E+025,6.92946429765104E-05,
Kepler-5 b,306586.944,0,0.0506416,4.018845381E+027,0.000683866442065,86.3
Kepler-161 c,610350.336,,0.0720527,2.882872158E+025,8.74015721333173E-05,
HD 10647 b,86659200,0.16,2.02175,1.7563677519E+027,,
Kepler-675 b,201954.644064,0,0.0318646,3.610112232E+025,0.00010418091151,
Kepler-758 d,1770907.94208,0,0.154009,2.994420783E+025,9.03219829142101E-05,
Kepler-331 b,730727.6544,,0.0812396,2.54501748E+025,7.75956633110068E-05,
Kepler-28 c,776387.808,0,0.0768547,6.609013947E+025,0.00014482914908,
Kepler-600 b,2045535.212448,0,0.152252,4.793306124E+025,0.000123774569179,
HATS-9 b,165482.55072,0,0.0304899,1.5892119E+027,0.00050895720531,86.5
Kepler-782 b,13710412.58112,0,0.569779,5.829179883E+025,0.000136677709595,
Kepler-121 b,274529.2608,,0.0422983,3.396983157E+025,9.97656480166847E-05,
Kepler-1407 b,1734147.39456,0,0.149206,3.230713998E+025,9.60567119881282E-05,
Kepler-816 b,907789.73616,0,0.0906432,1.6709471376E+027,0.000436795197797,
Kepler-1205 b,93172.92624,0,0.0194186,1.8331777617E+025,6.02146552761401E-05,
Kepler-1585 b,309549.28032,0,0.0448876,2.509151037E+025,7.6463054318908E-05,
Kepler-621 b,227069.028,0,0.0334052,3.315016278E+025,9.79682883461009E-05,
Kepler-412 b,148682.4104448,0.0038,0.0295963,1.7855203917E+027,0.000633209668578,80.89
HD 111591 b,91272960,0.26,2.53363,8.443993575E+027,,
upsilon And c,20851201.44,0.223848,0.830445,3.642750885E+027,,
Kepler-170 c,1439930.5632,,0.12769,4.663681875E+025,0.000121935632722,
Kepler-122 b,498199.0752,,0.0629312,3.396983157E+025,9.97656480166847E-05,
WASP-12 b,94298.89968,0.049,0.0225329,2.583428181E+027,0.000855430420193,82.5
Kepler-148 b,149417.2224,,0.0281967,2.517942018E+025,7.67426223612615E-05,
HD 170469 b,98928000,0.11,2.23538,1.2696151212E+027,,
Kepler-285 b,227566.1088,,0.0373252,1.5365457594E+025,5.71308047166406E-05,
HATS-27 b,400640.0832,0,0.0611041,1.0027452414E+027,0.000740582912606,87.3
HD 88133 b,295131.168,0.133,0.0469104,5.622202596E+026,,
HD 196885 b,115171200,0.48,2.54171,5.58958293E+027,,
24 Sex b,39329280,0.184,1.4118,3.485329668E+027,,
HD 190228 b,98159040,0.531,2.60478,1.1281942491E+028,,
Kepler-333 b,1084420.0512,,0.105697,1.4603167518E+025,5.62782416609848E-05,
Kepler-510 b,1689689.737152,0,0.137663,3.658567056E+025,0.000105136699688,
Kepler-370 c,1643581.152,,0.139463,2.671072173E+025,8.14326749555475E-05,
OGLE-2006-BLG-109L b,154526400,,2.30386,1.3803549E+027,,
BD +20 594 b,3601627.2,0,0.232191,9.779539155E+025,9.72710408695303E-05,89.55
Kepler-762 b,325775.70144,0,0.0483406,1.8987E+027,0.000540498215217,
Kepler-128 b,1303776,,0.126287,,,
Kepler-111 c,19421390.1312,,0.723521,3.023698737E+026,0.000311234260512,
HD 141399 b,8159616,0.04,0.415174,8.554080201E+026,,
HIP 74890 b,71046720,0.07,2.06698,4.614296688E+027,,
Kepler-267 d,2459334.096,,0.182449,3.262327353E+025,9.67811994277998E-05,
HD 181720 b,82598400,0.26,1.84741,7.06297413E+026,,
55 Cnc c,3834432,0.07,0.237305,3.124462746E+026,,
Kepler-1125 b,1526693.54688,0,0.130519,2.570042346E+025,7.83746306768807E-05,
Kepler-995 b,2442296.164608,0,0.170669,4.221911346E+025,0.000115172475568,
HD 156411 b,72766080,0.22,1.87545,1.3911983757E+027,,
Kepler-1196 b,5718375.62784,0,0.318069,3.189645117E+025,9.51009238091418E-05,
HATS-3 b,306534.3264,0,0.0485119,2.03825445E+027,0.00065997173759,86.2
Kepler-101 b,301336.5024,,0.0450089,2.191080813E+026,0.00025026644415,
Kepler-536 b,157859.91072,0,0.0284473,5.45819289E+025,0.00013237666279,
Kepler-680 b,318809.631456,0,0.0479468,3.562492836E+025,0.000103225123331,
91 Aqr b,15672960,0.027,0.688457,5.829312792E+027,,
Kepler-362 b,892268.8704,,0.0928099,3.51145578E+024,3.7518652546157E-05,
Kepler-301 b,216738.9792,,0.0361317,1.5755887275E+025,5.75570862444685E-05,
Kepler-1126 b,9382463.6256,0,0.433249,2.420766552E+025,7.3595689781949E-05,
Kepler-860 b,440759.18448,0,0.0587592,5.958899067E+025,0.000138111391864,
Kepler-403 b,607518.3168,,0.0718296,1.2126389316E+025,5.32937930720999E-05,
Kepler-676 b,1002086.356608,0,0.0801169,5.225488218E+025,0.000129509298253,
Kepler-1596 b,5734659.9456,0,0.315387,2.66463558E+025,8.12419952138398E-05,
Kepler-404 c,1274500.7424,,0.117713,2.412792012E+025,7.33318922445487E-05,
Kepler-279 b,1063556.4384,,0.104337,7.656488763E+025,0.000154338285672,
HD 27894 b,1554422.3136,0.049,0.122117,1.1732541975E+027,,
Kepler-1256 b,1072463.79456,0,0.110556,2.192884578E+025,6.35599139025923E-05,
HD 156279 b,11322720,0.708,0.494507,1.857839976E+028,,
Kepler-411 c,676894.568832,0,0.07255,6.091713132E+025,0.000139545074132,
Kepler-207 d,507001.68,,0.0636703,6.24140664E+025,0.000141121168839,
Kepler-502 b,370385.076384,0,0.0541085,1.4320451088E+026,0.000203582882124,
Kepler-297 c,6473099.8368,,0.347807,2.225523231E+026,0.000278832085456,
Kepler-436 c,1451272.787136,0,0.115577,3.380179662E+025,9.94019706145804E-05,
Kepler-345 b,640704.6432,,0.0744222,1.906712514E+024,3.15498031577962E-05,
K2-110 b,1197828,0.079,0.102068,1.005000897E+026,0.000112968905921,89.35
HATS-30 b,274263.97824,0,0.0435518,1.3399771458E+027,0.000573750085964,86.84
Kepler-1449 b,1142851.92192,0,0.112305,2.363634669E+025,7.16841134239763E-05,
61 Vir d,10628064,0.35,0.474527,1.3593343923E+026,,
Kepler-141 c,605716.3584,,0.0716875,1.8230975634E+025,6.01152533055255E-05,
Kepler-1399 b,141579.624384,0,0.026927,1.2307107582E+025,5.35241380232356E-05,
HD 179079 b,1250726.4,0.115,0.119635,1.5906814938E+026,,
Kepler-504 b,825057.396288,0,0.060873,2.253130329E+025,6.78609607080309E-05,
Kepler-220 d,2429775.1008,,0.180985,5.150546529E+024,4.17821368761614E-05,
OGLE-05-390L b,302400000,,2.72349,3.284751E+025,,
WASP-4 b,115623.06336,0,0.0230406,2.322318957E+027,0.00064085597401,89.47
Kepler-432 c,35095680,0.498,1.17816,4.488564774E+027,,
Kepler-141 b,268503.12,,0.041677,1.4932459059E+024,2.9418060992794E-05,
Kepler-1641 b,1699683.7824,0,0.148109,5.45819289E+025,0.00013237666279,
HAT-P-67 b,415592.856,0,0.0657911,1.8987E+027,0.00101011517908,88.8
Kepler-1026 b,3154948.29792,0,0.199129,3.149259768E+025,9.41451356301555E-05,
HD 4113 b,45499968,0.903,1.27266,3.129608223E+027,,
Kepler-488 b,269639.645472,0,0.0427479,1.8987E+027,0.000673352772096,
Kepler-999 b,517696.465104,,0.070282,3.71081928E+025,0.000106149357264,
HD 330075 b,292699.872,0,0.0392074,1.1842647588E+027,,
Kepler-1029 b,381688.975872,0,0.0493183,1.2307107582E+025,5.35241380232356E-05,
Kepler-754 b,1257951.48768,0,0.11898,2.814708828E+025,8.55430420192783E-05,
Kepler-524 c,163207.790784,0,0.0307775,4.856096133E+024,4.10988916964131E-05,
Kepler-256 e,922887.8208,,0.0949212,3.416805585E+025,0.000100191929545,
HD 104985 b,17237232,0.09,0.678014,9.33666738E+027,,
HATS-10 b,286229.8944,0,0.0449161,9.987162E+026,0.000463079372719,87.79
Kepler-189 b,898554.0384,,0.0932453,1.084138713E+025,5.15881890666988E-05,
Ross 128 b,852405.12,0.116,0.0496746,8.4226332E+024,,
K2-138 e,713788.416,0,0.0780677,6.410220057E+025,0.000142851623337,88.7
Kepler-691 b,701082.3456,0,0.0639541,2.938959756E+025,8.88883006457306E-05,
Kepler-101 c,520975.4976,,0.0648349,1.4981217675E+025,5.67045231888127E-05,
Kepler-653 c,77792.527872,0,0.0183692,2.341818606E+024,3.34525862645223E-05,
Kepler-1537 b,124800.80832,0,0.0233115,9.848955627E+024,5.01788793967834E-05,
Kepler-750 c,353288.755008,0,0.0524304,2.294028327E+025,6.92946429765104E-05,
HD 87883 b,237945600,0.53,3.57648,3.333566577E+027,,
Kepler-520 c,450234.081504,0,0.0607231,6.929077806E+024,4.53999385018516E-05,
WASP-135 b,121079.18016,0,0.0243585,3.608346441E+027,0.000621262316341,82
Kepler-81 c,1040256,,0.0885967,3.447051876E+025,0.000100835652883,
Kepler-156 c,1374347.6064,,0.123783,3.847886433E+025,0.000108718993783,
Kepler-127 d,4201667.2512,,0.260742,4.064945817E+025,0.000112556005428,
Kepler-657 b,2120558.761152,0,0.165833,7.165845696E+025,0.000150058744101,
Kepler-1311 b,965321.22816,0,0.0994127,1.1934107967E+025,5.30462439337424E-05,
HD 219134 f,1962748.8,0.148,0.146332,4.365737871E+025,,
Kepler-449 c,2909321.28,0,0.201945,,,
HD 10180 g,52012800,0,1.42271,1.2793687431E+026,,
Kepler-1092 b,5063194.872,0,0.294279,2.92077021E+025,8.84104065562374E-05,
Kepler-1214 b,1626596.004096,0,0.131197,3.447051876E+025,0.000100835652883,
Kepler-275 c,1390014.7776,,0.124722,6.535553244E+025,0.000144105617428,
Kepler-482 b,4869001.649664,0,0.261363,3.447051876E+025,0.000100835652883,
Kepler-1495 b,7367609.3184,0,0.382908,4.897335897E+025,0.000125208251447,
Kepler-201 c,13122782.6112,,0.557119,4.634233038E+025,0.000121509351195,
K2-30 b,354110.6592,0,0.0484016,1.0988403471E+027,0.000508178237944,86.92
WASP-94 B b,173524.896,0,0.0334746,1.1768883093E+027,,
Kepler-208 c,645116.2272,,0.0747634,1.7380756761E+025,5.92626902498696E-05,
Kepler-722 c,9084506.3136,0,0.440295,4.560601452E+025,0.000120429310552,
Kepler-1174 b,595490.592672,0,0.0718111,2.253130329E+025,6.78609607080309E-05,
Kepler-274 b,1005245.6832,,0.100488,2.191422579E+025,6.56578689554673E-05,
Kepler-581 b,3508443.25344,0,0.23121,4.050287853E+025,0.000112305111031,
Kepler-693 b,1328454.718848,0,0.110433,9.552777414E+026,0.00043392783326,
Kepler-1102 b,4434787.78272,0,0.266647,4.10650836E+025,0.00011326089921,
GJ 9827 c,315194.3712,,0.0394192,1.4449562688E+025,5.5388880760438E-05,88.05
Kepler-769 c,1381278.30336,0,0.131614,2.509151037E+025,7.6463054318908E-05,
Kepler-652 b,361325.018592,0,0.0502867,3.707876295E+025,0.000106092487867,
Kepler-420 b,7486357.9104,0.772,0.381935,2.753115E+027,0.000449220444124,89.66
HD 66428 b,170467200,0.465,3.14259,5.220703494E+027,,
HD 52265 b,10306656,0.325,0.499878,2.034248193E+027,,
HATS-14 b,239046.4224,,0.0381546,2.02819134E+027,0.000496531958983,88.83
Kepler-75 b,767657.4336,0.569,0.0807413,1.8958120773E+028,0.000492230912178,89.1
Kepler-326 c,395742.9312,,0.0539767,1.7802685875E+025,5.96889717776976E-05,
Kepler-554 b,164350.819584,0,0.0293274,1.1501698029E+026,0.000183033436276,
Kepler-1649 b,750737.376,0,0.0498583,7.759929939E+024,4.68762967125229E-05,89.57
HAT-P-43 b,287944.1568,0,0.044362,1.2635032059E+027,0.000625725847137,88.7
Kepler-1294 b,9995289.90912,0,0.463098,5.786630016E+025,0.000136199815506,
HD 147873 c,42469056,0.23,1.35778,4.264537161E+027,,
Kepler-249 c,614623.8528,,0.0723886,2.287041111E+025,6.43785464778941E-05,
Kepler-1282 b,184200.178464,0,0.0315297,2.199511041E+025,6.59493843500582E-05,
Kepler-740 b,309666.345408,0,0.0444161,1.3101846441E+026,0.000194980788513,
Kepler-79 c,2367532.8,0.03,0.183622,3.531582E+025,0.000162006096338,
HD 16417 b,1489536,0.2,0.135435,1.2713600265E+026,,
Kepler-251 c,1426813.3152,,0.126914,4.406483973E+025,0.000118098621078,
Kepler-15 b,427056.3648,0.133933,0.0571382,1.2577577397E+027,0.000458778325913,87.44
HD 205739 b,24174720,0.27,0.894939,2.823518796E+027,,
Kepler-851 b,735004.504512,0,0.078449,2.363634669E+025,7.16841134239763E-05,
Kepler-1342 b,191437.375104,0,0.032467,2.335552896E+025,7.07283252449899E-05,
Kepler-302 b,2607906.5856,,0.189725,1.0214645247E+026,0.000173097540261,
Kepler-781 b,1141695.92448,0,0.101967,4.759224459E+025,0.000123296675089,
Kepler-317 b,477294.5088,,0.0611582,2.947314036E+025,8.9106698244629E-05,
Kepler-152 c,7625236.752,,0.387942,3.497747166E+025,0.00010189753355,
Kepler-343 b,774882.72,,0.0844802,3.539157813E+025,0.000102750096606,
Kepler-1161 b,925562.195424,0,0.0797661,3.013198926E+025,9.07998770037033E-05,
CoRoT-16 b,462436.128,0.33,0.0617874,1.0214664234E+027,0.000559136084707,85.01
HD 216770 b,10234080,0.37,0.455837,1.2283202949E+027,,
HD 136418 b,40115520,0.255,1.29111,3.78505845E+027,,
Kepler-907 b,1370841.253344,0,0.126784,1.0515247431E+025,5.11346675757697E-05,
Kepler-1402 b,175727.157696,0,0.0303322,2.115037878E+024,3.24967980855359E-05,
Kepler-59 b,1025409.94848,,0.103167,8.377083387E+024,4.79069708953328E-05,
Kepler-98 b,133201.152,0,0.0260305,2.120752965E+025,8.48434050722603E-05,
Kepler-192 b,857670.8544,,0.090395,4.324593042E+025,0.0001168192986,
beta Pic b,646444800,0.06,9.04,2.08857E+028,,90.69
Kepler-1259 b,57290.566464,0,0.013815,1.931870289E+025,6.11704434551264E-05,
Kepler-202 c,1406807.3952,,0.125725,2.586238257E+025,7.88745078944906E-05,
gamma Lib c,83341440,0.057,2.17458,8.714767182E+027,,
Kepler-1142 b,1581355.42272,0,0.134547,2.086025742E+025,6.26041257236059E-05,
GJ 163 d,52181380.224,0.373,1.03037,1.7583822726E+026,,
Kepler-339 c,603767.952,,0.0715337,9.085222539E+024,4.90300220056418E-05,
HD 215152 e,2176994.88,0,0.15417,1.7187639984E+025,,
HD 188015 b,39847680,0.137,1.19018,2.790272559E+027,,
WASP-59 b,684252.144,0.1,0.0696866,1.6311636765E+027,0.000370367919357,89.27
WASP-54 b,319130.59104,0.067,0.049881,1.201364451E+027,0.000789958929932,84.97
Kepler-1542 b,341380.986048,0,0.0479144,2.115037878E+024,3.24967980855359E-05,
HAT-P-8 b,265795.5168,0,0.0449613,2.455702632E+027,0.00071684113424,87.8
Kepler-446 b,135251.3376,0,0.0159282,2.186258115E+025,6.5471490260565E-05,87.42
Kepler-1533 b,26658469.44,0,0.977788,6.905723796E+025,0.000147669273653,
WASP-15 b,324181.44,0,0.0499436,1.0306086639E+027,0.000659015949411,85.96
Kepler-425 b,328062.369024,0,0.0464979,1.8987E+027,0.000467380419524,87.02
HD 10180 d,1413218.88,0.143,0.128581,7.149535863E+025,,
Kepler-767 b,13956020.07264,0,0.572614,2.315369715E+026,0.00028291330098,
HD 9446 c,16666560,0.06,0.65375,3.447051876E+027,,
Kepler-445 b,257830.6464,0,0.022904,2.280319713E+025,6.88167488870172E-05,89.74
XO-4 b,356407.15392,0,0.05524,3.042742698E+027,0.000635599139026,88.8
WASP-48 b,185209.9776,0,0.034488,1.8687688932E+027,0.000798083129454,80.09
Kepler-566 b,1592174.555136,0,0.128317,3.051267861E+025,9.17556651826896E-05,
HD 37124 b,13338259.2,0.054,0.533637,1.2804282177E+027,,
Kepler-89 b,323413.1712,0.25,0.0511881,5.455876476E+025,7.44558991430367E-05,89.3
WASP-32 b,234892.3104,0,0.0390315,6.557388294E+027,0.000525683498442,85.1
